id,name,category,series,model,frame_no,poles,kw,rpm_50hz,rpm_60hz,voltage_options,frequency,mounting,image_url,pdf_url,description,technical_specifications,dimension_specifications,features,applications
mecc_100l2_8p,MECC 100L2 8-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,100L2-8P,100L2,8,1.1,720,850,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""100L2"",""Poles"":8,""kW"":1.1,""Rated RPM (50Hz)"":720,""Rated RPM (60Hz)"":850,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_112m_2p,MECC 112M 2-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,112M-2P,112M,2,4,2900,3450,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""112M"",""Poles"":2,""kW"":4,""Rated RPM (50Hz)"":2900,""Rated RPM (60Hz)"":3450,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_112m_4p,MECC 112M 4-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,112M-4P,112M,4,4,1450,1730,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""112M"",""Poles"":4,""kW"":4,""Rated RPM (50Hz)"":1450,""Rated RPM (60Hz)"":1730,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_112m_6p,MECC 112M 6-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,112M-6P,112M,6,2.2,960,1140,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""112M"",""Poles"":6,""kW"":2.2,""Rated RPM (50Hz)"":960,""Rated RPM (60Hz)"":1140,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132s1_2p,MECC 132S1 2-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132S1-2P,132S1,2,5.5,2900,3450,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132S1"",""Poles"":2,""kW"":5.5,""Rated RPM (50Hz)"":2900,""Rated RPM (60Hz)"":3450,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132s1_4p,MECC 132S1 4-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132S1-4P,132S1,4,5.5,1450,1730,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132S1"",""Poles"":4,""kW"":5.5,""Rated RPM (50Hz)"":1450,""Rated RPM (60Hz)"":1730,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132s1_6p,MECC 132S1 6-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132S1-6P,132S1,6,3,960,1140,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132S1"",""Poles"":6,""kW"":3,""Rated RPM (50Hz)"":960,""Rated RPM (60Hz)"":1140,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132s1_8p,MECC 132S1 8-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132S1-8P,132S1,8,2,720,850,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132S1"",""Poles"":8,""kW"":2,""Rated RPM (50Hz)"":720,""Rated RPM (60Hz)"":850,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132s2_2p,MECC 132S2 2-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132S2-2P,132S2,2,7.5,2900,3450,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132S2"",""Poles"":2,""kW"":7.5,""Rated RPM (50Hz)"":2900,""Rated RPM (60Hz)"":3450,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132m1_4p,MECC 132M1 4-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132M1-4P,132M1,4,7.5,1450,1730,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132M1"",""Poles"":4,""kW"":7.5,""Rated RPM (50Hz)"":1450,""Rated RPM (60Hz)"":1730,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132m1_6p,MECC 132M1 6-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132M1-6P,132M1,6,4,960,1140,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132M1"",""Poles"":6,""kW"":4,""Rated RPM (50Hz)"":960,""Rated RPM (60Hz)"":1140,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132m1_8p,MECC 132M1 8-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132M1-8P,132M1,8,3,720,850,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132M1"",""Poles"":8,""kW"":3,""Rated RPM (50Hz)"":720,""Rated RPM (60Hz)"":850,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_132m2_6p,MECC 132M2 6-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,132M2-6P,132M2,6,5.5,960,1140,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""132M2"",""Poles"":6,""kW"":5.5,""Rated RPM (50Hz)"":960,""Rated RPM (60Hz)"":1140,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_160m1_2p,MECC 160M1 2-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,160M1-2P,160M1,2,11,2900,3450,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""160M1"",""Poles"":2,""kW"":11,""Rated RPM (50Hz)"":2900,""Rated RPM (60Hz)"":3450,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
mecc_160m1_4p,MECC 160M1 4-Pole Three-Phase Motor,electric_motor,MECC Y2/Y23,160M1-4P,160M1,4,11,1450,1730,"[""220/380V"",""230/400V"",""400/690V""]","[""50 Hz"",""60 Hz""]","[""B3"",""B5"",""B35""]",https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/mecc_motor.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/mecc_motor.pdf,"MECC Y2/Y23 Series IEC-frame three-phase asynchronous squirrel-cage motors designed for reliable S1 continuous duty, offering multiple pole options (2/4/6/8/10) and 50/60 Hz operation. Rugged cast-iron construction, precision-balanced rotors, and standardized IEC dimensions support easy installation and maintenance across a wide range of industrial applications.","{""Frame No"":""160M1"",""Poles"":4,""kW"":11,""Rated RPM (50Hz)"":1450,""Rated RPM (60Hz)"":1730,""Voltage Options"":[""220/380V"",""230/400V"",""400/690V""],""Frequency"":[""50 Hz"",""60 Hz""],""Mounting"":[""B3"",""B5"",""B35""]}","{""Mountings"":[""B3"",""B5"",""B35""],""Note"":""Refer to catalog pages 4–6 for frame-specific mounting dimensions.""}","[""Cast-iron housing with high mechanical strength"",""Precision-balanced rotor for smooth, low-noise operation"",""Wide frame coverage (63–355) and 0.12–315 kW range"",""Multiple mountings: B3 (foot), B5 (flange), B35 (foot + flange)"",""Dual-frequency 50/60 Hz for global use"",""IP55 protection and Class F insulation (typical)"",""High starting torque with good overload capacity"",""IEC-standardized dimensions for easy replacement""]","[""Pumps for clean/process/irrigation water systems"",""Fans and blowers for ventilation and air handling"",""Air/gas compressors for industrial service"",""Conveyors and material handling lines"",""Mixers, crushers, grinders, and machine tools"",""HVAC equipment in commercial/industrial facilities"",""General-purpose industrial machinery""]"
