name,category,series,model,image_url,pdf_url,description,technical_specifications,dimension_specifications,features,applications,id,created_date,updated_date,created_by_id,created_by,is_sample
T2W3-N 120 Synchronous Alternator,alternators,T2W3-N,T2W3-N-120,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""150"", ""kW"": ""120"", ""Rated Current (A)"": ""217"", ""Efficiency (%)"": ""91.0"", ""Weight (kg)"": ""660"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""250L"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n120,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 150 Synchronous Alternator,alternators,T2W3-N,T2W3-N-150,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""187.5"", ""kW"": ""150"", ""Rated Current (A)"": ""271"", ""Efficiency (%)"": ""92.0"", ""Weight (kg)"": ""1040"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""315M"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n150,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 200 Synchronous Alternator,alternators,T2W3-N,T2W3-N-200,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""250"", ""kW"": ""200"", ""Rated Current (A)"": ""361"", ""Efficiency (%)"": ""92.5"", ""Weight (kg)"": ""1180"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""315M"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n200,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 250 Synchronous Alternator,alternators,T2W3-N,T2W3-N-250,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""312.5"", ""kW"": ""250"", ""Rated Current (A)"": ""451"", ""Efficiency (%)"": ""93.0"", ""Weight (kg)"": ""1370"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""315M"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n250,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 300 Synchronous Alternator,alternators,T2W3-N,T2W3-N-300,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""375"", ""kW"": ""300"", ""Rated Current (A)"": ""541"", ""Efficiency (%)"": ""93.5"", ""Weight (kg)"": ""1470"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""315L"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n300,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 320 Synchronous Alternator,alternators,T2W3-N,T2W3-N-320,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""400"", ""kW"": ""320"", ""Rated Current (A)"": ""577"", ""Efficiency (%)"": ""93.5"", ""Weight (kg)"": ""1470"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""315L"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n320,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 350 Synchronous Alternator,alternators,T2W3-N,T2W3-N-350,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""437.5"", ""kW"": ""350"", ""Rated Current (A)"": ""631"", ""Efficiency (%)"": ""93.5"", ""Weight (kg)"": ""1500"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""315L"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n350,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 400 Synchronous Alternator,alternators,T2W3-N,T2W3-N-400,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""500"", ""kW"": ""400"", ""Rated Current (A)"": ""721.5"", ""Efficiency (%)"": ""94.5"", ""Weight (kg)"": ""1650"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""355M"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n400,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 450 Synchronous Alternator,alternators,T2W3-N,T2W3-N-450,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""562.5"", ""kW"": ""450"", ""Rated Current (A)"": ""811"", ""Efficiency (%)"": ""93.5"", ""Weight (kg)"": ""1700"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""355M"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n450,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 500 Synchronous Alternator,alternators,T2W3-N,T2W3-N-500,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""625"", ""kW"": ""500"", ""Rated Current (A)"": ""902"", ""Efficiency (%)"": ""94.0"", ""Weight (kg)"": ""1900"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""355L"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n500,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 630 Synchronous Alternator,alternators,T2W3-N,T2W3-N-630,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""787.5"", ""kW"": ""630"", ""Rated Current (A)"": ""1136"", ""Efficiency (%)"": ""94.4"", ""Weight (kg)"": ""2320"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""400M"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n630,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 700 Synchronous Alternator,alternators,T2W3-N,T2W3-N-700,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""875"", ""kW"": ""700"", ""Rated Current (A)"": ""1263"", ""Efficiency (%)"": ""94.0"", ""Weight (kg)"": ""2480"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""400M"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n700,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 800 Synchronous Alternator,alternators,T2W3-N,T2W3-N-800,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""1000"", ""kW"": ""800"", ""Rated Current (A)"": ""1443"", ""Efficiency (%)"": ""95.0"", ""Weight (kg)"": ""2960"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""400L"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n800,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
T2W3-N 900 Synchronous Alternator,alternators,T2W3-N,T2W3-N-900,https://raw.githubusercontent.com/wibawv/indahmachine/master/images/base44_product_image/t2w3n_alternator.png,https://raw.githubusercontent.com/wibawv/indahmachine/master/Doc/t2w3n_alternator.pdf,"Brushless three-phase synchronous alternator with WT-2 AVR. Stable voltage, low distortion, fast transient recovery.","{""Voltage"": ""400 V"", ""Frequency"": ""50/60 Hz"", ""RPM"": ""1500 rpm"", ""Power Factor"": ""0.8 (lag)"", ""kVA"": ""1125"", ""kW"": ""900"", ""Rated Current (A)"": ""1624"", ""Efficiency (%)"": ""95.0"", ""Weight (kg)"": ""3050"", ""Voltage Setting Range"": ""±5% Un"", ""Steady Voltage Setting Range"": ""±1%"", ""Transient Voltage Regulation"": ""85% ~ 120% Un, ≤1.5s"", ""THD of Linear Voltage"": ""≤5%"", ""Overload (Hot, 1h)"": ""10%""}","{""Frame"":""400L"",""Mounting"":""Single/Double bearings, SAE flange or plate coupler"",""Note"":""See T2W3-N diagrams for A,B,C… values""}","[""Brushless design"",""WT-2 AVR"",""Low waveform distortion"",""Fast voltage recovery"",""Industrial-grade build""]","[""Diesel generator sets"",""Prime/standby power"",""Industrial/mobile power units""]",t2w3n_t2w3n900,2025-08-09T19:33:29.603677,2025-08-09T19:33:29.603677,688c2a9073a7c76a0fa26e25,vincent.oei@gmail.com,
